,Unnamed: 0,Unnamed: 0.1,username,content,total words per comment,frequency of large words per comment,Simpson,Sichel,Average sentence length per comment,Frequency of used punctuation per comment,Frequency of repeated occurrence of whitespace per comment,Number of grammar mistakes per comment,Uppercase word usage per comment,Ease reading for the content,Gunning Fog value for the content,Label
2769,2769,2769,R.B.C.,"Außerdem: Fragen Sie mal Au-Pairs in Deutschland, was die so alles an Erfahrungen machen. Ich denke, dass die Probleme eher bei den Organisationen liegen, die solche Aufenthalte organisieren. Gastfamilien müssen sorgfältig ausgewählt werden und wenn es trotzdem Probleme gibt, muss der Gastschüler oder die Gastschülerin verlässliche Ansprechpartner haben, die sich kümmern.",60,7,0.06989026376268967,0.02479338842975207,120.33333333333331,7,0,5,16,60.55,13.33,16
2770,2770,2770,R.B.C.,"Außerdem: Sagen Sie doch bitte mal konkret, wie Sie sich den Schutz von Alten und Kranken vorstellen. Ich zumindest bin sehr froh darüber, dass zurzeit Besuche in Alten- und Pflegeheimen nicht mehr komplett untersagt sind. Die Regelungen, die im Frühjahr (notgedrungen) getroffen wurden, grenzten nämlich für die Bewohner an Freiheitsberaubung und wurden auch so wahrgenommen. Ich habe in dieser Zeit z.B. im Rahmen meiner ehrenamtlichen Tätigkeit mit einer älteren Dame telefoniert, die ziemlich verzweifelt war, weil sie das Gelände der Einrichtung in der sie wohnt nicht mehr verlassen durfte und auch ansonsten kaum Außenkontakte hatte. Wir können uns aber nur leisten, nicht ganz zu restriktiv vorzugehen, wie das im Frühjahr gemacht wurde, wenn wir die Infektionszahlen unter Kontrolle halten.",67,5,0.06840521305588923,0.017766497461928942,97.75,12,0,3,14,73.0,10.73,16
2771,2771,2771,R.B.C.,"Bakterien sind deutlich größer als Viren. Deswegen halte ich es für deutlich unwahrscheinlicher, dass sie sich in Aerolsolen verbreiten. Und da die Masken Tröpfchen nun gerade abfangen und dieser Abfangmechanismus auch noch funktioniert, wenn eine Maske dreckig ist, halte ich es für sehr unwahrscheinlich, dass plötzlich Massen an Bakterien verteilt werden, wenn ein Mensch durch eine verschmutzte Maske hustet. Haben Sie irgendeine Quelle, die ihre Aussagen belegt? Völlig ab davon: Wenn Menschen regelmäßig verdreckte Masken tragen, dass liegt das Problem nicht an den Masken, sondern an den Menschen. Es ist wirklich kein Problem Masken regelmäßig zu waschen. Wenn Personen das nach monatelanger Aufklärung immer noch nicht hinkriegen frage ich mich ehrlich gesagt, wie diese Personen es sonst im Leben schaffen klarzukommen, ohne andere und sich selbst ständig zu gefährden.",57,4,0.06505494505494505,0.019943019943019943,87.0,17,0,6,23,67.7,13.19,16
2772,2772,2772,R.B.C.,"Beim zweiten Satz Ihrer Nachricht bin ich mir nicht sicher. Es gibt einen unverbesserlichen Teil der Gesellschaft, ja. Aber: Es gibt auch Menschen, auch in meinem Umfeld, die sich zwar deutlich scheuen gegen staatliche Anordungen zu verstoßen, die aber gleichzeitig glauben, dass alles, was nicht verboten ist, nicht so gefährlich sein kann. Abgesehen davon: Wirklich große Feiern finden selten in Privatwohnungen statt. Und so lange sie nicht draußen stattfinden, sondern z.B. in angemieteten Räumen der Gastronomie, führt ein Verbot sehr wahrscheinlich dazu, dass sie nicht stattfinden. Völlig unabhängig von der Einsicht der Feiernden - einfach weil die Gastronomen das zum großen Teil nicht mitmachen werden.",67,11,0.06348720800889876,0.015053763440860216,115.5,13,0,6,21,55.45,14.32,16
2773,2773,2773,R.B.C.,"Belege? Wie gesagt, ich weiß nicht, ob sie beim Einkaufen einen Effekt haben. Ohne verlinkte Studien bleibt Ihr Kommentar aber nur eins - eine unbelegte Behauptung. Außerdem möchte ich mal daran erinnern, das vor Einführung der Maskenpflicht beim Einkaufen ein nicht unerheblicher Teil der Foristen auch bei ZON geradezu nach einer Maskenpflicht geschrieen haben. Sie waren vielleicht nicht darunter - ich auch nicht. Aber wenn ein erheblicher Teil der Leute Masken will, und Masken gleichzeitig für die allermeisten Menschen eine sehr kleine Einschränkung darstellen, dann bin ich damit einverstanden, eine Maske zu tragen.",73,8,0.06664989939637828,0.02012072434607646,82.0,21,0,9,29,64.4,11.34,16
2774,2774,2774,R.B.C.,"Bevölkerungswachstum ist ein Problem. Trotzdem bleibt auch wahr, dass die industrialisierten, reichen Länder, also gerade die Länder die kein großes Bevölkerungswachstum (mehr) haben, zurzeit den Klimawandel treiben. Abgesehen davon, dass auch Deutschland ein massives Bevölkerungswachstum erlebt hat - allerdings vor 1920: http://geschichtsverein-koen…. Die Länder, in denen die Bevölkerung zurzeit massiv wächst, holen genau diese Bevölkerungsentwicklung zurzeit schlichtweg in verstärkter Form nach, nichts weiter. Meines Erachtens dient dieses ständig wiederholte Argument, dass das Bevölkerungswachstum das eigentliche Problem ist fast immer alleine dazu, dass wir in diesem Land was den Ressourcenverbrauch angeht weit über unsere Verhältnisse leben, was vor allem auf Kosten anderer geht. Das Gefälle zwischen arm und reich und die damit einhergehenden Ungerechtigkeiten bestehen eben nicht nur innerhalb Deutschlands sondern auch weltweit. Und es ist verantwortungslos und unfair, als Bewohner eines reichen Landes und damit als einer der Hauptverursacher des Klimawandels mit dem Finger ständig auf die zu weisen, die ärmer dran sind. Tatsächlich werden letztendlich ALLE Menschen auf dieser Erde ihr Verhalten ändern müssen, aber diejenigen, die (a) die bisherigen Hauptverursacher des Problems sind und (b) die deutlich mehr Ressourcen haben, um Lösungen zu finden und vor allem umzusetzen sollten auch diejenigen sein, die die ersten konsequenten Schritte machen.",52,4,0.057362751973530426,0.01497005988023952,46.85714285714285,12,0,4,20,70.15,10.31,16
2775,2775,2775,R.B.C.,"Bewertung von Lehrveranstaltung hängt nachweislich auch von folgenden Faktoren ab: - Ob der Dozent oder die Dozentin eher streng oder eher nachgiebig bewertet (siehe vorheriger Beitrag) - Welches Geschlecht der Dozent oder die Dozentin hat - Was für ein Fach der Dozent oder die Dozentin lehrt (z.B. kommen in der Psychologie die methodischen Fächer, die das eigentlich Rückgrat des Psychologie-Studiums bilden sollten, wesentlich schlechter weg) -... Wir müssen einfach davon wegkommen, die Qualität von Lehre nur durch Bewertungen von Studierenden messen zu wollen. Natürlich ist es relevant, ob Studierende eine Vorlesung oder ein Seminar gut finden. Aber: Studierende können schlichtweg nicht objektiv beurteilen, ob ihnen bestimmte Inhalte nicht nur interessant, sondern auch korrekt beigebracht werden, oder ob sie eine angemessene Ausbildung erhalten, um später den Qualitätsanforderungen ihres Fachs auch in der beruflichen Praxis nachzukommen - weil ihnen dafür naturgemäß das entsprechende Vorwissen fehlt. Im übrigen könnte man Qualität von Lehre durchaus auch anders messen - das würde nur deutlich aufwendiger sein. Und ich habe noch keine Hochschule gesehen, die das versucht.",62,5,0.062156028368794324,0.029255319148936167,74.4,12,0,6,20,74.0,10.77,16
2776,2776,2776,R.B.C.,"Bezüglich der ""Methoden von Drosten"": Ich habe die Studie nicht in Gänze gelesen - ich habe, als sie durch die Medien ging, nur einen Blick auf die grafische Darstellung der Ergebnisse geworfen. Es mag sein, dass diese Studie methodisch nicht herausragend war und deutliche Mängel hatte. Aber: Sie werden sehr, sehr wenige Wissenschaftler finden, die nur Studien mit absolut herausragender methodischer Qualität publiziert haben. Selbst herausragende Wissenschaftler habne in der Regel zumindest als Koautoren einige qualitativ eher Schwache Studien publiziert. Völlig abgesehen davon, dass es schlichtweg keine perfekten Studien gibt. (Letzteres ist einer der Gründe, warum man politische Entscheidungen zwar auf wissenschaftlicher Evidenz, aber niemals auf nur einer Studie basieren sollte.)",50,4,0.062206523118575226,0.016233766233766232,76.25,6,0,5,19,73.9,10.6,16
2777,2777,2777,R.B.C.,"Bezüglich der Narkolepsie als seltener Nebenwirkung eines bestimmten Grippeimpfstoffs sollte man allerdings auch bedenken, dass das Ganze vermutlich auf eine Autoimmunreaktion zurückzuführen ist. Diese sollte nicht nur als Reaktion auf den Impfstoff, sondern eben auch auf den entsprechenden Grippevirus selbst auftreten (siehe https://www.aerzteblatt.de/n…). Bei Viren, die relativ selten vorkommen bzw. sich nicht schnell in der Bevölkerung verbreiten oder gegen die man sich einfach schützen kann, kann man deshalb argumentieren, dass eine Impfung risikoreicher sein könnte, als sich nicht impfen zu lassen (und damit evenutell, aber eben nur mit geringer Wahrscheinlichkeiten am Virus selbst zu erkranken). Es ist aber ziemlich klar, dass das auf SARS-CoV-2 eher nicht zutrifft. Es bleibt dabei: Ein Impfstoff, selbst ein nebenwirkungsreicher Impfstoff, ist quasi immer ungefährlicher, als die Krankheit, die er verhindern soll.",66,3,0.07019293347049316,0.009153318077803205,108.5,14,0,5,17,40.65,14.48,16
2778,2778,2778,R.B.C.,"Bezüglich Egoismus besonders von jungen Menschen: Naja, das kann ich so nicht unterschreiben. Ich denke, dass sich die unterschiedlichen Altersgruppen da nich viel nehmen. Und zum Glück gibt es auch in allen Altersgruppen Menschen, die sich für andere einsetzen. Beim Rest bin ich bei Ihnen. Ich enke es geht jetzt auch darum, sich durch die Nörgeler und die Egoisten bzw. Egozentriker nicht anstecken zu lassen. Das ist manchmal schwer - aber völlig ab von der konkreten Situation glaube ich immernoch, dass man selbst glücklicher ist, wenn man auf Zusammenhalt und -arbeit setzt.",91,11,0.06627454347701643,0.012345679012345678,91.71428571428572,21,0,5,28,50.0,12.67,16
2779,2779,2779,R.B.C.,"Bezüglich Erinnerungslücken mit Hypnose schließen: Dass wäre gegebenenfalls nur möglich, wenn der entsprechende Inhalt a) urspünglich ins Kurzzeitgedächtnis aufgenommen und b) später ins Langzeitgedächtnis überführt wurde. Was nicht abgespeichert wurde können Sie auch nicht wieder aufrufen. Bezüglich Flugangst: Menschen mit Flugangst können fliegen sie werden dies nur besonders gerne tun. Ich war bisher  davon ausgegangen, dass das selbstverständlich ist und im übrigen auch für andere Ängste gilt. Menschen mit Höhenangst können z. B. trotzdem auf das Dach eines hohen Gebäudes steigen.",84,9,0.0681531118290721,0.01821493624772313,67.75,20,0,5,27,66.55,11.79,16
2780,2780,2780,R.B.C.,"Bis auf den letzten Satz stimme ich Ihnen zu. Es gibt aber sehr wohl Möglichkeiten (relativ) klare Kriterien aufzustellen. Es muss einem aber auch klar sein, dass diese Kriterienniemals dazu führen werden, dass es nie auch tragische Fehlentscheidungen in die eine oder andere Richtung gibt, weil diese Kriterien immer nur Wahrscheinlichkeitsaussagen zulassen werden. Der Punkt ist: Wie kann man die Wahrscheinlichkeit von Fehlentscheidungen (hier: Entscheidungen, die dazu führen, dass es den Beteiligten, vor allem den betroffenen Kindern, schlechter, nicht besser, geht) minimieren. Und da werden klare Kriterien gegenüber ""Bauchentscheidungen"" Einzelner immer besser abschneiden.",71,12,0.0691484791201237,0.01701323251417769,131.5,16,0,2,24,39.35,16.7,16
2781,2781,2781,R.B.C.,"Bitte schön: https://www.washingtonpost.c… https://www.texastribune.org… Asylanträge haben übrigens nichts mit der von Ihnen erwähnten Diversity Visa Lottery zu tun. Im Übrigen möchte Trump das Programm beenden: ""In 2017, Sayfullo Habibullaevich Saipov, who had immigrated from Uzbekistan on a diversity visa in 2010, killed eight and injured eleven when he drove his truck down a bike path in Lower Manhattan. In response, President Donald Trump, who had earlier called for a return to a ""merit-based"" immigration system, called for an end to the program. Following Trump's call to end the program, White House Press Secretary Sarah Huckabee Sanders, indicated that diversity visa lottery recipients lack thorough vetting, something Politifact rated as false, noting that all recipients of the visa undergo background checks, security screenings, and interviews by consular officers before arrival in the U.S."" (Quelle: https://en.wikipedia.org/wik… , dort sind die Originalquellen verlinkt)",66,7,0.06387209672287625,0.0111358574610245,89.0,13,0,6,26,64.05,13.27,16
2782,2782,2782,R.B.C.,"Danke für den Link. Das Dokument zeigt allerdings keine Rohdaten - dazu müsste man die einzelnen Antworten der Befragten sehen. Ich weiß allerdings nicht, wie HaKaEss darauf kommt, dass Rohdaten nicht gefälscht werden können. (Und nur um sicher zu gehen: Ich bin mir sehr, sehr sicher, dass die Daten nicht gefälscht sind und sehe auch nicht, was der NDR daran für ein Interesse haben sollte.)",221,24,0.06169365461786053,0.004143646408839779,71.45,57,0,22,41,56.4,14.59,16
2783,2783,2783,R.B.C.,"Danke für den Link. Hab jetzt nur die Zusammenfassung überflogen... aber wenn ich nicht etwas übersehen habe, dann fehlt mir da, dass nach Altersgruppen getrennt wird. Nach meiner (zugegebenermaßen oberflächlichen) Beschäftigung mit dem Thema gibt es Hinweise darauf, dass Kita und eventuell auch Grundschulkinder weniger zum Infektionsgeschehen beitragen. Falls die aktuellen Maßnahmen also nicht dazu führen, dass die Neuinfektionen wieder deutlich sinken wäre es ggf. sinnvoll, die erstmal die älteren Schüler zu hause bleiben zu lassen. Zumal das ab einem gewissen Alter auch ohne Aufsicht der Eltern möglich sein sollte.",61,8,0.05485724879495735,0.012903225806451613,154.33333333333334,23,0,11,14,32.5,23.35,16
2784,2784,2784,R.B.C.,"Danke für Ihren Kommentar - es tut gut zu sehen, dass es Männer gibt, die so denken. (Ich gehe mal davon aus, dass Sie ein Mann sind.) Tatsächlich sind wahrscheinlich mal wieder die ewig gestrigen einfach überrepräsentiert, wie so häufig in solchen Diskussionen. Aber es ist gut, die anderen Stimmen zu hören.",52,12,0.05938338600989921,0.014634146341463415,101.75,17,0,6,14,50.0,14.43,16
2785,2785,2785,R.B.C.,"Danke. Gilt übrigens auch für den Straßenverkehr - und zwar nicht nur bei Autofahrern, wo man noch argumentieren kann, das Männer einfach mehr Kilometer fahren als Frauen, sondern auch bei Radfahrern, wo es diesen Unterschied so nicht gibt. Männer zeigen in Studien durchschnittlich auch immer wieder eine höhere Risikobereitschaft - und zwar nicht nur bei kalkulierbaren, sondern auch bei unkalkulierbaren Risiken (hier z.B.: Schwimmen in unbekannten Gewässern). Liebe Männer, ich verstehe ja ein Stück weit, dass Euch die Überschrift ärgert. Wenn Ihr aber wirklich so besorgt um das Leben anderer Männer seid (was Ihr sein solltet), dann überlegt doch bitte mal, wie man Jungen in der Erziehung vermitteln kann, dass Risikobereitschaft nicht in allen Situationen sinnvoll oder angemessen ist. Niemand verdient es zu ertrinken - und eine der besten Maßnahmen dagegen wäre gezielte Aufklärung bei besonders betroffenen Gruppen.",103,17,0.05788109636377916,0.009345794392523364,106.14285714285714,35,0,9,43,51.65,15.42,16
2786,2786,2786,R.B.C.,"Dann aber bitte auch Bilderstrecken über das z.T. extrem gewalttätige Verhalten der Polizei. Wie wäre es zum Beispiel mit diesem Video, in dem es darum geht, dass eine Erste-Hilfe-Station durch die Polizei zerstört wurde: https://www.youtube.com/watc… Oder die zahlreichen Videos, in denen die Polizei ohne das sie direkt angegriffen wird Pfferspray und Tränengas einsetzt: https://slate.com/news-and-p…",63,6,0.06698305978511633,0.015384615384615384,129.33333333333334,8,0,2,20,59.55,16.02,16
2787,2787,2787,R.B.C.,"Dann fordern Sie bitte auch ausgewiesene sichere Parkflächen für Fahrräder. Abgesehen davon, liebe Autofahrer: Haben Sie sich überlegt, dass Sie persönlich davon profitieren, wenn weniger Ihrer Mitmenschen ein Auto haben? Der Platz in Städten ist begrenzt. Gleichzeitig sind parkende Autos einer der größten Platzfresser. - der Platz, den Fahrräder einnehmen ist nicht vergleichbar. Wenn es weniger Menschen mit Autos gibt, dann bleibt für Sie mehr Platz übrig.",61,5,0.07032348804500704,0.022727272727272728,131.33333333333334,10,0,5,18,54.7,14.0,16
2788,2788,2788,R.B.C.,"Dann können Sie auch hinterfragen, ob die katholische Kirche eigentlich Werte vertritt, die in dieses Land passen, da auch in der katholischen Kirche Frauen und Männer nicht gleichberechtigt sind. Und es gibt einige evangelikale Gruppen, bei denen das genauso der Fall ist. Das gleiche gilt für einige Strömungen des Judentums.",191,26,0.06713559949207693,0.0029985007496251873,120.36363636363636,36,0,18,51,47.65,18.11,16
2789,2789,2789,R.B.C.,"Darum geht es aus meiner Sicht gar nicht - die Autorin hat doch offensichtlich keinen ""Lebensentwurf"" des Scheiterns. Das Problem ist, dass man in einer Situation des Scheiterns eben oft nicht mehr weiß, ob man es schafft, wieder aufzustehen, geschweige denn ob es einem beim 5., 50. oder 500. Versuch gelingt.",66,8,0.07082576334759423,0.022075055187637967,55.75,15,0,4,20,59.55,12.95,16
